id,name,label,pagerank
74fef2a1,law.cornell.edu,240518168576,5.023533366952432
4d0b9458,adsabs.harvard.edu,335007449088,4.716338880484118
e12d66fb,fas.harvard.edu,824633720834,2.5659774752059183
1f47c387,yale.edu,403726925826,2.2587829887376043
e83b9b9b,dartmouth.edu,377957122048,2.0330415858025552
48940c71,www4.law.cornell.edu,240518168576,1.9515885022692903
df45c768,harvard.edu,1425929142272,1.9515885022692903
dd469a7a,vet.cornell.edu,463856467968,1.9515885022692903
35853e07,math.nyu.edu,687194767360,1.9515885022692903
d9a94db8,princeton.edu,25769803776,1.849190340113185
