id,name,label,pagerank
d70108eb,amazon.com,481036337154,186.66985539641604
aafe6c25,amazon.co.jp,1700807049217,106.39770654701476
14641d80,amazon.de,841813590019,40.906639998392194
56cea5c2,ebay.com,1571958030338,40.18195109539651
7c7e1e84,amazon.cn,1116691496963,27.98217567265496
528c98f5,amazon.co.uk,1537598291971,24.55395284008638
08776796,amazon.fr,1606317768711,19.009624834424393
d581c716,etsy.com,206158430211,17.521230019994288
5a76b5f8,rover.ebay.com,566935683074,15.913159019769768
7290d9e4,stores.ebay.com,644245094404,7.604976928307467
